dataset,dataset_source,annotation_source,model,model_source,class_scope,target_categories,subset_rule,sample_images,score_threshold,total_ground_truth_objects,total_detections,total_matched_detections,micro_precision,micro_recall,micro_f1,mean_iou_matched,mean_latency_ms,median_latency_ms,mean_fps,decision_state_counts,final_findings_ready
COCO val2017 robotically salient medium/large-object subset,https://cocodataset.org/,http://images.cocodataset.org/annotations/annotations_trainval2017.zip,torchvision fasterrcnn_resnet50_fpn_v2 COCO_V1,https://docs.pytorch.org/vision/main/models/generated/torchvision.models.detection.fasterrcnn_resnet50_fpn_v2.html,decision_only,"['bicycle', 'bus', 'car', 'motorcycle', 'person', 'stop sign', 'traffic light', 'truck']",non-crowd target-category objects with annotation area >= 2500 pixels,16,0.95,115,121,81,0.6694,0.7043,0.6864,0.8629,9680.031,9588.653,0.103,"{""stop"": 16}",True
